name,address,opening_hours,lat,lon,email,full_name,phone_number,web_site,region,adm_zone
Библиотека № 9 имени Н.В. Гоголя,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Пресненский, Большая Грузинская улица, дом 39",0,55.7707497544175,37.5815258074764,dyadichevfm@okccao.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Центрального административного округа»,+7 (499) 253-87-83,okccao.ru,Пресненский,ЦАО
Библиотека №234,"город Москва, улица Габричевского, дом 8",68,55.815636740513,37.458976497203,234@cbsszao.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Северо-Западного административного округа»,+7 (499) 193-34-03,cbsszao.ru,Покровское-Стрешнево,СЗАО
Библиотека №13 имени Н. Г. Чернышевского,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Замоскворечье, Большая Татарская улица, дом 32",70,55.7451628932954,37.6387701099794,arlanova_em@okccao.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Центрального административного округа»,+7 (495) 951-60-78,okccao.ru,Замоскворечье,ЦАО
Библиотека №27,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Ховрино, Фестивальная улица, дом 67",58,55.8618976694866,37.5014956947416,bib27@culture.mos.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Северного административного округа»,+7 (495) 455-68-97,cbssao.ru,Ховрино,САО
Библиотека №162 имени К. М. Симонова,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Нагатинский Затон, Якорная улица, дом 5, корпус 2",58,55.686748957774,37.686353590381,162libzav@cbsuao.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Южного административного округа»,+7 (495) 682-42-22,bibliouao.ru,Нагатинский Затон,ЮАО
Библиотека №195,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Южное Бутово, бульвар Адмирала Ушакова, дом 11",58,55.545986390647,37.548607568226,info@cbsuzao.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Юго-Западного административного округа»,+7 (499) 793-31-90,cbsuzao.ru,Южное Бутово,ЮЗАО
Детская библиотека №178 - Культурный центр А. Л. Барто,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Академический, улица Дмитрия Ульянова, дом 24",57,55.687171499835,37.573604167493,library-178@cbsuzao.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Юго-Западного административного округа»,+7 (495) 124-31-02,cbsuzao.ru,Академический,ЮЗАО
Библиотека №8 имени А. П. Чехова,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Тверской, Страстной бульвар, дом 6, строение 2",70,55.7656009817365,37.6093272445723,pahomova_ea@okccao.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Центрального административного округа»,+7 (495) 692-83-97,okccao.ru,Тверской,ЦАО
Детская библиотека №244,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Щукино, улица Народного Ополчения, дом 37, корпус 1",53,55.7906795410832,37.4879848002456,244@cbsszao.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Северо-Западного административного округа»,+7 (499) 194-05-23,cbsszao.ru,Щукино,СЗАО
Библиотека №117,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Некрасовка, Рождественская улица, дом 12",58,55.6862514083408,37.9217924829572,117@okcuvao.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Юго-Восточного административного округа»,+7 (495) 706-89-85,cbsuvao.ru,Некрасовка,ЮВАО
Детская библиотека №43- Культурный центр В.Ю. Драгунского,"город Москва, улица Куусинена, дом 17, корпус 2",53,55.785663348885,37.51173068594,bib43@culture.mos.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Северного административного округа»,+7 (499) 943-25-63,cbssao.ru,Хорошёвский,САО
Библиотека №80,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Ивановское, Челябинская улица, дом 24, корпус 3А",58,55.779256328061,37.837342842115,b80@cbs-vao.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Восточного административного округа»,+7 (499) 308-47-61,cbs-vao.ru,Ивановское,ВАО
Библиотека №109,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Выхино-Жулебино, Волгоградский проспект, дом 191",58,55.6960450880365,37.8261663671583,109@okcuvao.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Юго-Восточного административного округа»,+7 (495) 372-14-80,cbsuvao.ru,Выхино-Жулебино,ЮВАО
Библиотека №139,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Царицыно, Каспийская улица, дом 20, корпус 2",58,55.6260178076903,37.6752934930846,cbsuao@cbsuao.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Южного административного округа»,+7 (495) 682-42-22,bibliouao.ru,Царицыно,ЮАО
Библиотека №174,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Ломоносовский, улица Академика Пилюгина, дом 14, корпус 2",0,55.6699898238172,37.5359968654811,info@cbsuzao.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Юго-Западного административного округа»,+7 (499) 132-77-02,cbsuzao.ru,Ломоносовский,ЮЗАО
Библиотека №240,"город Москва, улица Паршина, дом 33",58,55.788815695608,37.455508134243,240@cbsszao.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Северо-Западного административного округа»,+7 (499) 720-19-85,cbsszao.ru,Хорошёво-Мнёвники,СЗАО
Библиотека №131,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Марьино, Братиславская улица, дом 26",58,55.654596783299,37.763039511895,131_133@okcuvao.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Юго-Восточного административного округа»,+7 (499) 267-90-42,cbsuvao.ru,Марьино,ЮВАО
Детская библиотека №40,"город Москва, 1-я Хуторская улица, дом 2, корпус 2",53,55.7936665228879,37.5816280720756,bib40@culture.mos.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Северного административного округа»,+7 (495) 613-25-09,cbssao.ru,Савёловский,САО
Библиотека №16,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Таганский, Волгоградский проспект, дом 16",70,55.733978092796,37.6542528625578,abdulina_oa@okccao.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Центрального административного округа»,+7 (495) 670-82-15,okccao.ru,Таганский,ЦАО
Библиотека №38,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Бескудниковский, Дмитровское шоссе, дом 66",58,55.8580081305499,37.5609145208335,bib38@culture.mos.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Северного административного округа»,+7 (495) 487-83-05,cbssao.ru,Бескудниковский,САО
Детская библиотека №177,"город Москва, Университетский проспект, дом 9",45,55.696378946577,37.548129172941,library-196@cbsuzao.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Юго-Западного административного округа»,+7 (495) 939-32-33,cbsuzao.ru,Гагаринский,ЮЗАО
Библиотека №111,"город Москва, Рязанский проспект, дом 95, корпус 2",58,55.715270014994,37.81022777046,111@okcuvao.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Юго-Восточного административного округа»,+7 (495) 371-46-71,cbsuvao.ru,Выхино-Жулебино,ЮВАО
Библиотека №12 имени И. А. Бунина,"город Москва, Нововаганьковский переулок, дом 22",70,55.758287891777,37.5578583357856,pichurichkina_su@okccao.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Центрального административного округа»,+7 (495) 605-15-62,okccao.ru,Пресненский,ЦАО
Детская библиотека №144,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Зябликово, Ореховый бульвар, дом 37, корпус 2А",58,55.6152972913768,37.7378197666258,144libzav@cbsuao.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Южного административного округа»,+7 (495) 682-42-22,bibliouao.ru,Зябликово,ЮАО
Библиотека №125,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Лефортово, Сторожевая улица, дом 22, корпус 1",40,55.765587950517,37.711144748152,118_120_125_126@okcuvao.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Юго-Восточного административного округа»,+7 (495) 360-59-32,cbsuvao.ru,Лефортово,ЮВАО
Библиотека №67,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Останкинский, Аргуновская улица, дом 14, строение 2",70,55.818279437488,37.62084746548,biblio67@bibliosvao.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Северо-Восточного административного округа»,+7 (495) 602-16-22,bibliosvao.ru,Останкинский,СВАО
Библиотека №121,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Южнопортовый, улица Трофимова, дом 15",58,55.70352653186,37.673501750163,121_124@okcuvao.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Юго-Восточного административного округа»,+7 (495) 679-19-94,cbsuvao.ru,Южнопортовый,ЮВАО
Библиотека №47,"город Москва, Весенняя улица, дом 8",58,55.873044292137,37.516975363596,bib47@culture.mos.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Северного административного округа»,+7 (499) 905-27-63,cbssao.ru,Западное Дегунино,САО
Библиотека №93 им. А.А. Блока,"город Москва, улица Сталеваров, дом 14, корпус 3",58,55.757378678042,37.839089320823,administrator@cbs-vao.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Восточного административного округа»,+7 (495) 302-71-78,cbs-vao.ru,Ивановское,ВАО
Библиотека №170,"город Москва, улица Паустовского, дом 2/34",58,55.603241516223,37.541526529549,info@cbsuzao.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Юго-Западного административного округа»,+7 (495) 426-10-00,cbsuzao.ru,Ясенево,ЮЗАО
Библиотека №161,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Донской, Загородное шоссе, дом 9, корпус 1",58,55.6927274949087,37.6065604202449,161libzav@cbsuao.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Южного административного округа»,+7 (495) 682-42-22,bibliouao.ru,Донской,ЮАО
Библиотека №151,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Чертаново Северное, микрорайон Северное Чертаново, дом 2, корпус 207",58,55.616558328671,37.59878339241,151libzav@cbsuao.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Южного административного округа»,+7 (495) 682-42-22,bibliouao.ru,Чертаново Северное,ЮАО
Библиотека №129,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Марьино, улица Перерва, дом 56/2",70,55.6583264139563,37.7489723917097,129@okcuvao.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Юго-Восточного административного округа»,+7 (495) 345-21-01,cbsuvao.ru,Марьино,ЮВАО
Дом Н. В. Гоголя - мемориальный музей и научная библиотека,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Арбат, Никитский бульвар, дом 7А",68,55.7541266958588,37.5997598050162,gogolinfo@yandex.ru,Государственное бюджетное учреждение культуры города Москвы «Дом Н.В. Гоголя - мемориальный музей и научная библиотека»,+7 (495) 691-15-50,domgogolya.ru,Арбат,ЦАО
Библиотека №90 им. А. С. Неверова,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Вешняки, улица Молдагуловой, дом 3Б",58,55.7235232245166,37.8216870781034,b90@cbs-vao.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Восточного административного округа»,+7 (499) 374-94-50,cbs-vao.ru,Вешняки,ВАО
Детская библиотека №31,"город Москва, Балтийская улица, дом 4",53,55.805255464073,37.525671800249,bib31@culture.mos.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Северного административного округа»,+7 (499) 152-48-81,cbssao.ru,Аэропорт,САО
Детская библиотека №57,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Лианозово, Алтуфьевское шоссе, дом 91",58,55.902818025994,37.585232678728,biblio57@bibliosvao.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Северо-Восточного административного округа»,+7 (499) 209-58-01,bibliosvao.ru,Лианозово,СВАО
Библиотека №146,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Орехово-Борисово Северное, улица Генерала Белова, дом 29, корпус 3",58,55.6150099796717,37.7227530566177,146libzav@cbsuao.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Южного административного округа»,+7 (495) 682-42-22,bibliouao.ru,Орехово-Борисово Северное,ЮАО
Библиотека №42 имени А.П. Платонова,"город Москва, улица Усиевича, дом 16",58,55.806720999745,37.524270303353,bib42@culture.mos.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Северного административного округа»,+7 (499) 151-76-31,cbssao.ru,Аэропорт,САО
Библиотека №96,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Новогиреево, Свободный проспект, дом 24",58,55.7498489846416,37.8157298080623,administrator@cbs-vao.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Восточного административного округа»,+7 (495) 302-22-22,cbs-vao.ru,Новогиреево,ВАО
Библиотека №179,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Ломоносовский, улица Марии Ульяновой, дом 3, корпус 3",58,55.678039098829,37.525412610175,lib177@cbs-uz.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Юго-Западного административного округа»,+7 (499) 138-36-19,cbsuzao.ru,Ломоносовский,ЮЗАО
Библиотека №122 имени А. Грина,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Лефортово, Волочаевская улица, дом 14А",0,55.7558878292243,37.6792134678162,122@okcuvao.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Юго-Восточного административного округа»,+7 (499) 267-90-42,cbsuvao.ru,Лефортово,ЮВАО
Библиотека №213 имени Леси Украинки,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Филевский Парк, Филёвский бульвар, дом 7, корпус 1",58,55.7476216975178,37.497247075662,213@bibliozao.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Западного административного округа»,+7 (499) 148-44-47,bibliozao.ru,Филёвский Парк,ЗАО
Библиотека №7 Культурный центр имени А. де Сент-Экзюпери,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Красносельский, 2-й Красносельский переулок, дом 2",70,55.7821425609076,37.664555079626,kovalchuk_om@okccao.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Центрального административного округа»,+7 (499) 264-99-13,okccao.ru,Красносельский,ЦАО
Детская библиотека №203,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Филевский Парк, Кастанаевская улица, дом 7",53,55.7385899111744,37.4959542509168,203@okczao.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Западного административного округа»,+7 (499) 142-45-04,bibliozao.ru,Филёвский Парк,ЗАО
Центральная детская библиотека №104,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Рязанский, 1-я Новокузьминская улица, дом 16, корпус 2",65,55.7136397281345,37.7900745626539,104@okcuvao.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Юго-Восточного административного округа»,+7 (495) 371-19-22,cbsuvao.ru,Рязанский,ЮВАО
Библиотека №87,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Соколиная Гора, 5-я улица Соколиной Горы, дом 19, корпус 2",58,55.773030376605,37.7361554978415,b87@cbs-vao.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Восточного административного округа»,+7 (495) 365-04-98,cbs-vao.ru,Соколиная Гора,ВАО
Библиотека №167,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Москворечье-Сабурово, Каширское шоссе, дом 53, корпус 6",58,55.639852715642,37.694276657777,167libzav@cbsuao.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Южного административного округа»,+7 (495) 682-42-22,bibliouao.ru,Москворечье-Сабурово,ЮАО
Библиотека №41,"город Москва, улица Куусинена, дом 6, корпус 6",48,55.7759255701977,37.5314800255001,bib41@culture.mos.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Северного административного округа»,+7 (495) 943-21-73,cbssao.ru,Хорошёвский,САО
Библиотека №191,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Черемушки, улица Обручева, дом 51",58,55.6513412941491,37.5594582315534,info@cbsuzao.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Юго-Западного административного округа»,+7 (495) 331-59-33,cbsuzao.ru,Черёмушки,ЮЗАО
Детская библиотека №22 имени Льва Кассиля,"город Москва, Ленинградское шоссе, дом 114",58,55.866139537636,37.46391211273,bib22@culture.mos.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Северного административного округа»,+7 (499) 457-43-71,cbssao.ru,Левобережный,САО
Детская библиотека №126,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Лефортово, Красноказарменная улица, дом 10",53,55.7572270041218,37.6984970451423,118_120_125_126@okcuvao.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Юго-Восточного административного округа»,+7 (495) 361-16-87,cbsuvao.ru,Лефортово,ЮВАО
Библиотека №39 «Познание»,"город Москва, Дмитровское шоссе, дом 25, корпус 1",58,55.824340472259,37.571274589312,bib39@culture.mos.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Северного административного округа»,+7 (499) 976-77-72,cbssao.ru,Тимирязевский,САО
Библиотека №173,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Теплый Стан, улица Тёплый Стан, дом 4",58,55.6276285981603,37.4891950841993,info@cbsuzao.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Юго-Западного административного округа»,+7 (495) 339-59-11,cbsuzao.ru,Тёплый Стан,ЮЗАО
Детская библиотека №114,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Текстильщики, Саратовская улица, дом 18/10",53,55.7153458889519,37.7423897456409,112_113_114@okcuvao.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Юго-Восточного административного округа»,+7 (499) 177-47-92,cbsuvao.ru,Текстильщики,ЮВАО
Детская библиотека №228,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Северное Тушино, Планерная улица, дом 7, корпус 1",40,55.8623251517852,37.4338181968778,228@cbsszao.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Северо-Западного административного округа»,+7 (495) 494-23-01,cbsszao.ru,Северное Тушино,СЗАО
Библиотека №159,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Нагатино-Садовники, Нагатинская улица, дом 11, корпус 1",58,55.680042730011,37.639152219143,159libzav@cbsuao.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Южного административного округа»,+7 (495) 682-42-22,bibliouao.ru,Нагатино-Садовники,ЮАО
Библиотека №98,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Новогиреево, Зелёный проспект, дом 87, корпус 1",58,55.7512748854687,37.8237148281187,b98@cbs-vao.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Восточного административного округа»,+7 (495) 302-72-92,cbs-vao.ru,Новогиреево,ВАО
Центральная библиотека №136 имени Л. Н. Толстого,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Нагатино-Садовники, Каширское шоссе, дом 16",70,55.674097792939,37.661641409776,136libzav@cbsuao.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Южного административного округа»,+7 (495) 682-42-22,bibliouao.ru,Нагатино-Садовники,ЮАО
Детская библиотека №231 им Н. Островского,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Южное Тушино, улица Свободы, дом 45, строение 1",53,55.8466045578576,37.4532052036375,231@cbsszao.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Северо-Западного административного округа»,+7 (499) 492-66-11,cbsszao.ru,Южное Тушино,СЗАО
Библиотека №232,"город Москва, 2-й Тушинский проезд, дом 8",58,55.835206868519,37.419455337841,232@cbsszao.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Северо-Западного административного округа»,+7 (495) 491-09-69,cbsszao.ru,Покровское-Стрешнево,СЗАО
Библиотека №241,"город Москва, улица Маршала Тухачевского, дом 28, корпус 1",40,55.784459603546,37.47432261687,241@cbsszao.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Северо-Западного административного округа»,+7 (499) 194-67-21,cbsszao.ru,Хорошёво-Мнёвники,СЗАО
Библиотека №247,"город Москва, Пятницкое шоссе, дом 16, корпус 1",48,55.843426754909,37.386651688322,247@cbsszao.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Северо-Западного административного округа»,+7 (495) 794-19-19,cbsszao.ru,Митино,СЗАО
Библиотека №193,"город Москва, улица Грина, дом 11",66,55.567775936856,37.567173778933,library-193@cbsuzao.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Юго-Западного административного округа»,+7 (495) 711-62-33,cbsuzao.ru,Северное Бутово,ЮЗАО
Библиотека №245,"город Москва, улица Берзарина, дом 6, корпус 1",58,55.788300029464,37.492948896009,245@cbsczao.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Северо-Западного административного округа»,+7 (499) 943-62-45,cbsszao.ru,Щукино,СЗАО
Библиотека №65 имени М.М.Пришвина,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Северный, 6-я Северная линия, дом 1",58,55.9376635034828,37.552357125096,biblio65@bibliosvao.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Северо-Восточного административного округа»,+7 (499) 767-85-63,bibliosvao.ru,Северный,СВАО
Библиотека №84,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Соколиная Гора, Щербаковская улица, дом 54",58,55.7817996866826,37.7389359578587,b84@cbs-vao.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Восточного административного округа»,+7 (499) 166-79-43,cbs-vao.ru,Соколиная Гора,ВАО
Детская библиотека №219,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Очаково-Матвеевское, Озёрная улица, дом 13",0,55.6800630692373,37.4586871240581,219@bibliozao.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Западного административного округа»,+7 (495) 430-65-67,bibliozao.ru,Очаково-Матвеевское,ЗАО
Библиотека №210 - Культурный центр А. Т. Твардовского,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Фили-Давыдково, Аминьевское шоссе, дом 24",58,55.7160608871836,37.4529585852872,210@bibliozao.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Западного административного округа»,+7 (499) 445-05-11,bibliozao.ru,Фили-Давыдково,ЗАО
Библиотека №5 имени М. А. Волошина,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Хамовники, Новодевичий проезд, дом 10",82,55.7299940336903,37.5573070999235,info@centr-voloshina.com,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Центрального административного округа»,+7 (499) 255-71-14,okccao.ru,Хамовники,ЦАО
Библиотека № 28,"город Москва, улица Алабяна, дом 12, корпус 4",58,55.8000559322578,37.5017461987327,bib28@culture.mos.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Северного административного округа»,+7 (499) 198-67-81,cbssao.ru,Сокол,САО
Библиотека №120,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Лефортово, Ухтомская улица, дом 21",58,55.7672909766204,37.7158055780455,118_120_125_126@okcuvao.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Юго-Восточного административного округа»,+7 (495) 360-38-41,cbsuvao.ru,Лефортово,ЮВАО
Библиотека №225,"город Москва, улица Мнёвники, дом 10, корпус 1",40,55.7735930275847,37.4927110081963,225@cbsszao.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Северо-Западного административного округа»,+7 (499) 191-70-30,cbsszao.ru,Хорошёво-Мнёвники,СЗАО
Детская библиотека №103,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Соколиная Гора, Ткацкая улица, дом 28/14",53,55.78632510128,37.734233010836,b103@cbs-vao.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Восточного административного округа»,+7 (495) 918-32-59,cbs-vao.ru,Соколиная Гора,ВАО
Библиотека №64,"город Москва, Путевой проезд, дом 38А",58,55.877464375854,37.571990324371,biblio64@bibliosvao.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Северо-Восточного административного округа»,+7 (499) 900-94-57,bibliosvao.ru,Алтуфьевский,СВАО
Библиотека №118,"город Москва, Энергетическая улица, дом 4",58,55.7608311498958,37.7026803301765,118_120_125_126@okcuvao.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Юго-Восточного административного округа»,+7 (495) 361-06-55,cbsuvao.ru,Лефортово,ЮВАО
Библиотека №237,"город Москва, улица Генерала Белобородова, дом 30",58,55.829447731711,37.353305018336,237@cbsszao.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Северо-Западного административного округа»,+7 (495) 794-78-02,cbsszao.ru,Митино,СЗАО
Библиотека №100,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Ивановское, Саянская улица, дом 7А",0,55.768123537995,37.831927430282,b100@cbs-vao.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Восточного административного округа»,+7 (495) 307-85-12,cbs-vao.ru,Ивановское,ВАО
Детская библиотека №133,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Марьино, Братиславская улица, дом 19, корпус 1",53,55.6578391908347,37.7614178415388,131_133@okcuvao.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Юго-Восточного административного округа»,+7 (495) 347-98-70,cbsuvao.ru,Марьино,ЮВАО
Библиотека №186 им. С. Есенина,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Академический, улица Кржижановского, дом 15, корпус 5",58,55.680421600611,37.5726804778796,library-186@cbsuzao.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Юго-Западного административного округа»,+7 (499) 125-35-28,cbsuzao.ru,Академический,ЮЗАО
Библиотека №184,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Теплый Стан, улица Академика Варги, дом 38",58,55.6330151805512,37.4797133915126,library-184@cbsuzao.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Юго-Западного административного округа»,+7 (495) 339-86-77,cbsuzao.ru,Тёплый Стан,ЮЗАО
Библиотека-читальня имени И.С. Тургенева,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Красносельский, Бобров переулок, дом 6, строение 1",60,55.7648019937519,37.6340720993093,biblioteka@turgenev.ru,Государственное бюджетное учреждение культуры города Москвы «Библиотека - читальня им. И.С. Тургенева»,+7 (495) 625-48-89,turgenev.ru,Красносельский,ЦАО
Библиотека №32,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Аэропорт, улица 8 Марта, дом 15",53,55.7976139273204,37.5458044884726,bib32@culture.mos.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Северного административного округа»,+7 (495) 612-43-20,cbssao.ru,Аэропорт,САО
Библиотека №44 им. В.Г. Короленко,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Головинский, Онежская улица, дом 17, корпус 4",58,55.846092209371,37.498380705657,bib44@culture.mos.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Северного административного округа»,+7 (495) 453-81-05,cbssao.ru,Головинский,САО
Библиотека №53,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Свиблово, улица Седова, дом 3",58,55.8586372095976,37.6351179834455,biblio53@bibliosvao.ru,Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Северо-Восточного административного округа»,+7 (499) 180-05-85,bibliosvao.ru,Свиблово,СВАО
